Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2,28-Feb-15,2100,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,21,Pedal cycle
2,02-Feb-15,1222,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,58,Car
2,02-Feb-15,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
2,02-Feb-15,1908,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
2,02-Feb-15,1908,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Car
3,02-Feb-15,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,25,Car
3,02-Feb-15,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car
3,02-Feb-15,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,38,Car
3,03-Feb-15,806,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Pedal cycle
1,03-Feb-15,852,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,Car
2,03-Feb-15,1231,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,M/cycle 50cc and under
2,03-Feb-15,1402,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,29,Car
2,03-Feb-15,1402,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
2,03-Feb-15,2045,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,34,Car
1,03-Feb-15,2200,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,38,Motorcycle over 125cc and up to 500cc
2,04-Feb-15,811,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
2,04-Feb-15,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,41,Car
2,04-Feb-15,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Car
2,04-Feb-15,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,57,Car
2,04-Feb-15,1145,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,46,Car
1,04-Feb-15,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,Car
1,31-Jan-15,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,23,Car
2,04-Feb-15,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,46,Car
2,04-Feb-15,1725,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,59,Car
2,04-Feb-15,1725,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,59,Car
2,04-Feb-15,1745,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,22,Motorcycle over 500cc
1,04-Feb-15,1800,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,53,Goods vehicle 3.5 tonnes mgw and under
2,04-Feb-15,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,38,Car
2,04-Feb-15,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Car
2,04-Feb-15,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,27,Car
2,05-Feb-15,700,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,15,Pedal cycle
3,05-Feb-15,730,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,32,Taxi/Private hire car
3,05-Feb-15,730,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Taxi/Private hire car
2,05-Feb-15,1312,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,25,Car
2,05-Feb-15,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,23,Car
2,05-Feb-15,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
2,05-Feb-15,1709,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver/Rider,Slight,Female,54,Car
3,05-Feb-15,1741,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,41,Car
2,05-Feb-15,2130,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,34,Car
2,05-Feb-15,2130,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,17,Car
2,06-Feb-15,650,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Pedal cycle
2,06-Feb-15,1052,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,68,Car
2,06-Feb-15,1112,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Car
2,06-Feb-15,1112,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car
1,06-Feb-15,1504,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,66,Bus or coach (17 or more passenger seats)
1,06-Feb-15,1802,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,Car
2,07-Feb-15,1135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,26,Pedal cycle
2,07-Feb-15,1427,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,54,Car
2,07-Feb-15,1920,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
3,10-Feb-15,1311,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
2,08-Feb-15,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Pedal cycle
2,09-Feb-15,830,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,13,Pedal cycle
2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,63,Car
2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,43,Car
2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
2,09-Feb-15,1828,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,31,Car
2,10-Feb-15,655,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,52,Car
3,10-Feb-15,729,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
2,10-Feb-15,740,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Motorcycle over 500cc
2,10-Feb-15,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,48,Car
1,10-Feb-15,1424,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,36,Car
1,10-Feb-15,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Taxi/Private hire car
1,10-Feb-15,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,34,Taxi/Private hire car
2,10-Feb-15,2035,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,36,Car
1,11-Feb-15,858,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,48,Pedal cycle
1,11-Feb-15,1517,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,23,Taxi/Private hire car
2,11-Feb-15,2117,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,22,Car
2,11-Feb-15,2117,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,32,Car
2,12-Feb-15,1244,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,12-Feb-15,1244,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
2,12-Feb-15,1545,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
2,12-Feb-15,1545,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
1,12-Feb-15,1756,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,66,Bus or coach (17 or more passenger seats)
2,11-Feb-15,1737,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Pedal cycle
2,13-Feb-15,2035,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
2,13-Feb-15,2035,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Car
2,13-Feb-15,2035,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21,Car
1,14-Feb-15,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,33,Car
1,14-Feb-15,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,33,Car
1,14-Feb-15,955,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,64,Car
1,13-Feb-15,1730,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,25,Car
2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,21,Car
2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,24,Car
2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,26,Car
2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,34,Car
1,14-Feb-15,1515,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Goods vehicle 3.5 tonnes mgw and under
3,14-Feb-15,1757,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,44,Car
1,14-Feb-15,2201,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,34,Car
2,15-Feb-15,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Pedal cycle
3,15-Feb-15,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,55,M/cycle 50cc and under
1,15-Feb-15,1654,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,74,Bus or coach (17 or more passenger seats)
1,15-Feb-15,2245,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver/Rider,Slight,Female,20,Car
1,16-Feb-15,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Car
1,16-Feb-15,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
1,16-Feb-15,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
1,16-Feb-15,615,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Serious,Male,46,Car
2,17-Feb-15,635,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,62,Car
2,17-Feb-15,815,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,29,Pedal cycle
2,17-Feb-15,1905,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,29,Pedal cycle
1,17-Feb-15,1313,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Car
1,17-Feb-15,1522,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,51,Car
1,17-Feb-15,2048,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,19,Car
1,17-Feb-15,2048,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,20,Car
1,18-Feb-15,836,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Motorcycle over 50cc and up to 125cc
2,18-Feb-15,1015,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,19,Pedal cycle
2,18-Feb-15,1515,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,29,Car
2,18-Feb-15,1547,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2,18-Feb-15,1547,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,29,Car
2,18-Feb-15,1725,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver/Rider,Serious,Male,52,Car
2,18-Feb-15,1725,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,10,Car
2,18-Feb-15,1725,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver/Rider,Slight,Male,32,Car
2,18-Feb-15,1725,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,21,Car
2,18-Feb-15,1725,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Serious,Male,34,Car
2,18-Feb-15,1725,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,11,Car
2,18-Feb-15,1725,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,6,Car
1,18-Feb-15,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,82,Bus or coach (17 or more passenger seats)
1,19-Feb-15,925,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,51,Goods vehicle 3.5 tonnes mgw and under
3,19-Feb-15,942,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,40,Car
3,19-Feb-15,942,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Car
3,19-Feb-15,942,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
1,19-Feb-15,1204,A(M),Flood (surface water over 3cm deep),Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,39,Car
1,19-Feb-15,1413,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,48,Car
2,20-Feb-15,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Female,25,Pedal cycle
2,20-Feb-15,1010,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
2,20-Feb-15,1010,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,28,Goods vehicle 3.5 tonnes mgw and under
1,21-Feb-15,1411,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45,Bus or coach (17 or more passenger seats)
2,21-Feb-15,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,67,Pedal cycle
1,21-Feb-15,1923,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,53,Car
2,21-Feb-15,2205,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver/Rider,Serious,Female,28,Car
2,22-Feb-15,702,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,45,Goods vehicle 3.5 tonnes mgw and under
1,22-Feb-15,1153,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,78,Car
1,22-Feb-15,1646,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
1,22-Feb-15,1646,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,Car
1,23-Feb-15,1819,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,44,Car
2,23-Feb-15,2110,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,53,Car
